i,sstep,lambdastep,gammastep,wstep,loss
1,1439036,22740676,392014516,3376896,57734
2,774665,91880802,409509389,441221577,62690
3,1551583,158709070,356070286,3196718,56175
4,785911,78934634,380900041,3695992,61422
5,790333,179380990,441500183,3713358,54147
6,866428,206285654,368379088,3065576,62675
7,774797,100942129,438175915,3406932,56899
8,871118,62784245,408765857,3382716,59261
9,789309,87654703,443624998,3693828,56758
10,875080,87737302,407438173,3666966,54820
11,777610,117143066,410645720,3710163,61622
